"source_path"	"section_line"	"section_heading"	"target_article"	"coverage_status"	"notes"
"课程记录/图形学/01-引擎架构与开发环境.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/13_引擎架构与资源系统/引擎分层、世界与对象模型.md"	"已覆盖"	"引擎与环境"
"课程记录/图形学/01-引擎架构与开发环境.md"	"54"	"二、 重点术语与概念解析"	"知识库/13_引擎架构与资源系统/引擎分层、世界与对象模型.md"	"已覆盖"	"引擎与环境"
"课程记录/图形学/01-引擎架构与开发环境.md"	"67"	"三、 工程经验与避坑指南"	"知识库/13_引擎架构与资源系统/引擎分层、世界与对象模型.md"	"已覆盖"	"引擎与环境"
"课程记录/图形学/02-图形学与渲染基础.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md"	"已覆盖"	"渲染基础"
"课程记录/图形学/02-图形学与渲染基础.md"	"56"	"二、 重点术语与概念解析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md"	"已覆盖"	"渲染基础"
"课程记录/图形学/02-图形学与渲染基础.md"	"64"	"三、 工程经验与避坑指南"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md"	"已覆盖"	"渲染基础"
"课程记录/图形学/03-图形API、渲染管线与优化.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"API 与优化"
"课程记录/图形学/03-图形API、渲染管线与优化.md"	"58"	"二、 重点术语与概念解析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"API 与优化"
"课程记录/图形学/03-图形API、渲染管线与优化.md"	"67"	"三、 工程经验与避坑指南"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"API 与优化"
"课程记录/图形学/03-图形API、渲染管线与优化.md"	"83"	"四、 课后思考与作业"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"API 与优化"
"课程记录/图形学/04-帧流程与分析工具.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/14_性能分析与优化/Profiler、RenderDoc与单帧分析.md"	"已覆盖"	"帧分析"
"课程记录/图形学/04-帧流程与分析工具.md"	"71"	"二、 重点术语与概念解析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/14_性能分析与优化/Profiler、RenderDoc与单帧分析.md"	"已覆盖"	"帧分析"
"课程记录/图形学/04-帧流程与分析工具.md"	"80"	"三、 工程经验与避坑指南"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/14_性能分析与优化/Profiler、RenderDoc与单帧分析.md"	"已覆盖"	"帧分析"
"课程记录/图形学/05-前向、延迟与阴影.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/05_光照阴影与GI/阴影贴图、PCF与PCSS.md"	"已覆盖"	"渲染路径与阴影"
"课程记录/图形学/05-前向、延迟与阴影.md"	"71"	"二、 重点术语与概念解析"	"知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/05_光照阴影与GI/阴影贴图、PCF与PCSS.md"	"已覆盖"	"渲染路径与阴影"
"课程记录/图形学/05-前向、延迟与阴影.md"	"79"	"三、 工程经验与避坑指南"	"知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/05_光照阴影与GI/阴影贴图、PCF与PCSS.md"	"已覆盖"	"渲染路径与阴影"
"课程记录/图形学/06-渲染帧分析实践.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/14_性能分析与优化/Profiler、RenderDoc与单帧分析.md"	"已覆盖"	"帧分析实践"
"课程记录/图形学/06-渲染帧分析实践.md"	"81"	"二、 重点术语与概念解析"	"知识库/14_性能分析与优化/Profiler、RenderDoc与单帧分析.md"	"已覆盖"	"帧分析实践"
"课程记录/图形学/06-渲染帧分析实践.md"	"92"	"三、 工程经验与避坑指南"	"知识库/14_性能分析与优化/Profiler、RenderDoc与单帧分析.md"	"已覆盖"	"帧分析实践"
"课程记录/图形学/07-法线、光照与卡通渲染.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/04_光照模型与PBR/法线贴图、切线空间与IBL.md；知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md；知识库/11_NPR与风格化渲染/NPR材质与分层光照.md"	"已覆盖"	"光照与 NPR"
"课程记录/图形学/07-法线、光照与卡通渲染.md"	"94"	"二、 重点术语与概念解析"	"知识库/04_光照模型与PBR/法线贴图、切线空间与IBL.md；知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md；知识库/11_NPR与风格化渲染/NPR材质与分层光照.md"	"已覆盖"	"光照与 NPR"
"课程记录/图形学/07-法线、光照与卡通渲染.md"	"104"	"三、 工程经验与避坑指南"	"知识库/04_光照模型与PBR/法线贴图、切线空间与IBL.md；知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md；知识库/11_NPR与风格化渲染/NPR材质与分层光照.md"	"已覆盖"	"光照与 NPR"
"课程记录/图形学/08-PBR、光照与后处理.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/04_光照模型与PBR/PBR材质与能量守恒.md；知识库/05_光照阴影与GI/光源与直接光照.md；知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md"	"已覆盖"	"PBR 与后处理"
"课程记录/图形学/08-PBR、光照与后处理.md"	"58"	"二、 重点术语与概念解析"	"知识库/04_光照模型与PBR/PBR材质与能量守恒.md；知识库/05_光照阴影与GI/光源与直接光照.md；知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md"	"已覆盖"	"PBR 与后处理"
"课程记录/图形学/08-PBR、光照与后处理.md"	"70"	"三、 工程经验与避坑指南"	"知识库/04_光照模型与PBR/PBR材质与能量守恒.md；知识库/05_光照阴影与GI/光源与直接光照.md；知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md"	"已覆盖"	"PBR 与后处理"
"课程记录/图形学/09-反射、后处理与抗锯齿.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md；知识库/02_GPU与光栅化管线/抗锯齿与时域采样.md"	"已覆盖"	"反射与抗锯齿"
"课程记录/图形学/09-反射、后处理与抗锯齿.md"	"73"	"二、 重点术语与概念解析"	"知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md；知识库/02_GPU与光栅化管线/抗锯齿与时域采样.md"	"已覆盖"	"反射与抗锯齿"
"课程记录/图形学/09-反射、后处理与抗锯齿.md"	"80"	"三、 工程经验与避坑指南"	"知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md；知识库/02_GPU与光栅化管线/抗锯齿与时域采样.md"	"已覆盖"	"反射与抗锯齿"
"课程记录/图形学/10-性能优化与AIGC应用.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/14_性能分析与优化/渲染优化验证与移动端实践.md；知识库/17_AIGC与Agent管线/扩散模型、条件控制与微调.md"	"已覆盖"	"性能与 AIGC"
"课程记录/图形学/10-性能优化与AIGC应用.md"	"93"	"二、 重点术语与概念解析"	"知识库/14_性能分析与优化/渲染优化验证与移动端实践.md；知识库/17_AIGC与Agent管线/扩散模型、条件控制与微调.md"	"已覆盖"	"性能与 AIGC"
"课程记录/图形学/10-性能优化与AIGC应用.md"	"104"	"三、 工程经验与避坑指南"	"知识库/14_性能分析与优化/渲染优化验证与移动端实践.md；知识库/17_AIGC与Agent管线/扩散模型、条件控制与微调.md"	"已覆盖"	"性能与 AIGC"
"课程记录/游戏网络/01-局域网与Mirror.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"联机基础"
"课程记录/游戏网络/01-局域网与Mirror.md"	"34"	"二、 重点术语与概念解析"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"联机基础"
"课程记录/游戏网络/01-局域网与Mirror.md"	"59"	"三、 工程经验与避坑指南"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"联机基础"
"课程记录/游戏网络/02-计算机网络与游戏开发.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"网络原理"
"课程记录/游戏网络/02-计算机网络与游戏开发.md"	"68"	"二、 重点术语与概念解析"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"网络原理"
"课程记录/游戏网络/02-计算机网络与游戏开发.md"	"83"	"三、 工程经验与避坑指南"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"网络原理"
"课程记录/游戏网络/03-MVC与传输层协议.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"传输协议"
"课程记录/游戏网络/03-MVC与传输层协议.md"	"68"	"二、 重点术语与概念解析"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"传输协议"
"课程记录/游戏网络/03-MVC与传输层协议.md"	"80"	"三、 工程经验与避坑指南"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"传输协议"
"课程记录/游戏网络/03-MVC与传输层协议.md"	"93"	"四、 课后作业"	"知识库/21_游戏网络/网络协议、时钟与RPC.md"	"已覆盖"	"传输协议"
"课程记录/游戏网络/04-状态同步、帧同步与服务器.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/21_游戏网络/状态同步、预测与回滚.md；知识库/21_游戏网络/服务器架构、分区与反作弊.md"	"已覆盖"	"同步与服务器"
"课程记录/游戏网络/04-状态同步、帧同步与服务器.md"	"61"	"二、 重点术语与概念解析"	"知识库/21_游戏网络/状态同步、预测与回滚.md；知识库/21_游戏网络/服务器架构、分区与反作弊.md"	"已覆盖"	"同步与服务器"
"课程记录/游戏网络/04-状态同步、帧同步与服务器.md"	"72"	"三、 工程经验与避坑指南"	"知识库/21_游戏网络/状态同步、预测与回滚.md；知识库/21_游戏网络/服务器架构、分区与反作弊.md"	"已覆盖"	"同步与服务器"
"课程记录/游戏AI/01-AI架构与工程实践.md"	"7"	"一、 核心知识点与原理剖析"	"知识库/20_游戏AI/行为树、效用与规划.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"AI 架构"
"课程记录/游戏AI/01-AI架构与工程实践.md"	"51"	"二、 重点术语与概念解析"	"知识库/20_游戏AI/行为树、效用与规划.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"AI 架构"
"课程记录/游戏AI/01-AI架构与工程实践.md"	"75"	"三、 工程经验与避坑指南"	"知识库/20_游戏AI/行为树、效用与规划.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"AI 架构"
"课程记录/游戏AI/01-AI架构与工程实践.md"	"101"	"四、 大作业：坦克大战 AI 竞赛 (Tank War)"	"知识库/20_游戏AI/行为树、效用与规划.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"AI 架构"
"课程记录/游戏AI/02-AI架构与核心模式.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/20_游戏AI/行为树、效用与规划.md"	"已覆盖"	"AI 模式"
"课程记录/游戏AI/02-AI架构与核心模式.md"	"76"	"二、 重点术语与概念解析"	"知识库/20_游戏AI/行为树、效用与规划.md"	"已覆盖"	"AI 模式"
"课程记录/游戏AI/02-AI架构与核心模式.md"	"84"	"三、 工程经验与避坑指南"	"知识库/20_游戏AI/行为树、效用与规划.md"	"已覆盖"	"AI 模式"
"课程记录/游戏AI/03-行为树、效用与GOAP.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/20_游戏AI/行为树、效用与规划.md"	"已覆盖"	"行为与规划"
"课程记录/游戏AI/03-行为树、效用与GOAP.md"	"62"	"二、 重点术语与概念解析"	"知识库/20_游戏AI/行为树、效用与规划.md"	"已覆盖"	"行为与规划"
"课程记录/游戏AI/03-行为树、效用与GOAP.md"	"74"	"三、 工程经验与避坑指南"	"知识库/20_游戏AI/行为树、效用与规划.md"	"已覆盖"	"行为与规划"
"课程记录/游戏AI/04-场景抽象、寻路与LLM.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/20_游戏AI/导航、寻路与移动控制.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"寻路与 LLM"
"课程记录/游戏AI/04-场景抽象、寻路与LLM.md"	"70"	"二、 重点术语与概念解析"	"知识库/20_游戏AI/导航、寻路与移动控制.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"寻路与 LLM"
"课程记录/游戏AI/04-场景抽象、寻路与LLM.md"	"80"	"三、 工程经验与避坑指南"	"知识库/20_游戏AI/导航、寻路与移动控制.md；知识库/20_游戏AI/群体、学习与高级决策.md"	"已覆盖"	"寻路与 LLM"
"课程记录/ACT/01-游戏程序五层架构.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"框架分层"
"课程记录/ACT/01-游戏程序五层架构.md"	"61"	"二、 重点术语与概念解析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"框架分层"
"课程记录/ACT/01-游戏程序五层架构.md"	"74"	"三、 工程经验与避坑指南"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"框架分层"
"课程记录/ACT/02-输入层设计.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"输入系统"
"课程记录/ACT/02-输入层设计.md"	"25"	"二、 重点术语与概念解析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"输入系统"
"课程记录/ACT/02-输入层设计.md"	"46"	"三、 框架核心代码实现逻辑"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"输入系统"
"课程记录/ACT/02-输入层设计.md"	"83"	"四、 工程经验与避坑指南"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"输入系统"
"课程记录/ACT/02-输入层设计.md"	"102"	"五、 Q&A 互动精华整理"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"输入系统"
"课程记录/ACT/03-请求层、行为层与系统集成.md"	"5"	"一、 核心知识点与原理剖析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"请求与行为"
"课程记录/ACT/03-请求层、行为层与系统集成.md"	"49"	"二、 重点术语与概念解析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"请求与行为"
"课程记录/ACT/03-请求层、行为层与系统集成.md"	"58"	"三、 工程经验与避坑指南"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"请求与行为"
"课程记录/ACT/04-动作状态机与移动解耦.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"状态与移动"
"课程记录/ACT/04-动作状态机与移动解耦.md"	"38"	"二、 重点术语与概念解析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"状态与移动"
"课程记录/ACT/04-动作状态机与移动解耦.md"	"50"	"三、 工程经验与避坑指南"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"状态与移动"
"课程记录/ACT/04-动作状态机与移动解耦.md"	"69"	"四、 关键实现细节（代码逻辑速查）"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md"	"已覆盖"	"状态与移动"
"课程记录/ACT/05-框架优化、剧情编辑器与状态机.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md；知识库/15_资产与工具管线/编辑器工具与批处理架构.md"	"已覆盖"	"框架与编辑器"
"课程记录/ACT/05-框架优化、剧情编辑器与状态机.md"	"63"	"二、 重点术语与概念解析"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md；知识库/15_资产与工具管线/编辑器工具与批处理架构.md"	"已覆盖"	"框架与编辑器"
"课程记录/ACT/05-框架优化、剧情编辑器与状态机.md"	"73"	"三、 工程经验与避坑指南"	"知识库/19_Gameplay与游戏框架/输入、动作状态与框架分层.md；知识库/15_资产与工具管线/编辑器工具与批处理架构.md"	"已覆盖"	"框架与编辑器"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"3"	"📌 课程基本信息与作业"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"10"	"1. C++ 与 C# 的核心区别"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"28"	"2. 认识第一个 C++ 程序"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"50"	"3. 文件结构与预处理机制"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"82"	"4. 核心声明与定义关键字"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"97"	"5. 内存管理：堆 (Heap) 与栈 (Stack)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"115"	"6. 核心难点：指针 (Pointer) 与引用 (Reference)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"150"	"7. 运算符与控制流"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"163"	"8. Lambda 表达式 (匿名函数)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/01-核心语法、指针与引用.md"	"178"	"📚 拓展学习建议"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"C++ 语法与指针"
"课程记录/C++基础/02-标准库容器与算法.md"	"3"	"📌 课程核心目标"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"标准库"
"课程记录/C++基础/02-标准库容器与算法.md"	"9"	"1. 标准输入输出流 (`<iostream>`)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"标准库"
"课程记录/C++基础/02-标准库容器与算法.md"	"28"	"2. 文件读写流 (`<fstream>`)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"标准库"
"课程记录/C++基础/02-标准库容器与算法.md"	"46"	"3. 标准模板库 (STL) - 核心容器"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"标准库"
"课程记录/C++基础/02-标准库容器与算法.md"	"125"	"4. 通用算法库 (`<algorithm>`)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"标准库"
"课程记录/C++基础/02-标准库容器与算法.md"	"141"	"5. 课堂实战小拓展"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"标准库"
"课程记录/C++基础/03-面向对象与内存结构.md"	"3"	"📌 课程核心目标"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/03-面向对象与内存结构.md"	"9"	"1. 类 (Class) 与 结构体 (Struct) 的本质"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/03-面向对象与内存结构.md"	"28"	"2. 规范化工程：头文件与源文件的分离"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/03-面向对象与内存结构.md"	"46"	"3. 核心机制：构造、析构与参数传递"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/03-面向对象与内存结构.md"	"73"	"4. 友元函数 (`friend`)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/03-面向对象与内存结构.md"	"81"	"5. 底层性能核武：数据对齐与极限压缩 (CG/GPU 编程必备)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/03-面向对象与内存结构.md"	"107"	"6. 课堂实战作业：Time 类与运算符重载"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"对象模型"
"课程记录/C++基础/04-继承、多态与模板.md"	"3"	"📌 课前复盘：Vector 自定义类实现细节"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md"	"已覆盖"	"泛型与多态"
"课程记录/C++基础/04-继承、多态与模板.md"	"18"	"1. 面向对象编程 (OOP) 核心三大特性"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md"	"已覆盖"	"泛型与多态"
"课程记录/C++基础/04-继承、多态与模板.md"	"57"	"2. 泛型编程：模板 (Template)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md"	"已覆盖"	"泛型与多态"
"课程记录/C++基础/04-继承、多态与模板.md"	"91"	"3. 课堂实战与课后作业"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md"	"已覆盖"	"泛型与多态"
"课程记录/C++基础/05-存储层级与缓存.md"	"3"	"📌 课程核心目标"	"知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"缓存、虚拟内存与局部性"
"课程记录/C++基础/05-存储层级与缓存.md"	"9"	"1. 计算机存储器金字塔 (The Memory Hierarchy)"	"知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"缓存、虚拟内存与局部性"
"课程记录/C++基础/05-存储层级与缓存.md"	"29"	"2. 核心机制：高速缓存 (Cache) 与命中 (Hit/Miss)"	"知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"缓存、虚拟内存与局部性"
"课程记录/C++基础/05-存储层级与缓存.md"	"77"	"3. 寄存器 (Registers) 简介"	"知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"缓存、虚拟内存与局部性"
"课程记录/C++基础/05-存储层级与缓存.md"	"91"	"4. 终极实战：编写“缓存友好”的代码 (Cache-Friendly Code)"	"知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"缓存、虚拟内存与局部性"
"课程记录/C++基础/05-存储层级与缓存.md"	"119"	"📚 讲师强推：进阶必读书目"	"知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"缓存、虚拟内存与局部性"
"课程记录/C++基础/06-汇编、编译与链接.md"	"3"	"📌 课前复盘：模板进阶与运算符重载细节"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"编译、进程地址空间与底层执行"
"课程记录/C++基础/06-汇编、编译与链接.md"	"21"	"1. 为什么高级开发者要看懂汇编 (Assembly)？"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"编译、进程地址空间与底层执行"
"课程记录/C++基础/06-汇编、编译与链接.md"	"30"	"2. 汇编语言核心基础入门"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"编译、进程地址空间与底层执行"
"课程记录/C++基础/06-汇编、编译与链接.md"	"62"	"3. 内存寻址模式与函数堆栈 (Stack)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"编译、进程地址空间与底层执行"
"课程记录/C++基础/06-汇编、编译与链接.md"	"88"	"4. 程序的最终成型：编译与链接 (Linking)"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"编译、进程地址空间与底层执行"
"课程记录/C++基础/06-汇编、编译与链接.md"	"119"	"📚 讲师的终极推荐"	"知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"编译、进程地址空间与底层执行"
