"source_path"	"slide"	"title"	"text_preview"
"图形工程\文字记录\游戏图形工程2-DirectX11基础.pptx"	"50"	"六、"	"六、 | 简单 | 封装图形对象 | -Mesh"
"图形工程\文字记录\游戏图形工程2-DirectX11基础.pptx"	"51"	"六、"	"六、 | 简单 | 封装图形对象 | - | 管道状态对象 | PSO(PipelineStateObject)"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"1"	"游戏图形工程"	"游戏图形工程 | 第三节 | HLSL | 基础 | 讲述人： | BolanT"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"2"	"一、"	"一、 | 渲染中 | CPU | 代码的功能"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"3"	"着色器数据类型"	"着色器数据类型"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"4"	"二、"	"二、 | 标量数据类型"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"5"	"二、"	"二、 | 向量以及向量的分量操作"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"6"	"二、"	"二、 | 颜色向量"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"7"	"二、矩阵以及矩阵的分量"	"二、矩阵以及矩阵的分量"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"8"	"二、结构体与固定大小数组"	"二、结构体与固定大小数组"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"9"	"二、纹理与缓冲区"	"二、纹理与缓冲区"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"10"	"着色器运算符"	"着色器运算符"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"11"	"三、传递屏幕坐标到片元着色器"	"三、传递屏幕坐标到片元着色器"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"12"	"三、加减乘除余、赋值运算符"	"三、加减乘除余、赋值运算符"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"13"	"三、比较运算符、布尔运算符"	"三、比较运算符、布尔运算符"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"14"	"三、浮点数精度"	"三、浮点数精度"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"15"	"三、转换、强制转换"	"三、转换、强制转换 | 浮点值强转为整数值时，正值向下取整，负值向上取整"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"16"	"三、"	"三、 | 二进制强制转换 | 、位运算符 | RTX 20 | 系以上性能才比较好"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"17"	"着色器函数"	"着色器函数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"18"	"四、着色器函数的声明与参数"	"四、着色器函数的声明与参数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"19"	"四"	"四 | 、着色器入口函数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"20"	"四、常用内部函数"	"四、常用内部函数 | - | 数值范围相关 | max(a,b) | 取 | 最大值"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"21"	"四"	"四 | 、常用内部函数 | max(a,b) | 取最大值 | min(a,b) | 取最小值"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"22"	"四"	"四 | 、常用内部函数 | lerp(a,b,t) | 在 | a | 与"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"23"	"四"	"四 | 、常用内部函数 | 线性插值，导数突变导致视觉上中间有亮线 | Hermite | 插值，导数也是平滑的"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"24"	"四、常用内部函数"	"四、常用内部函数 | - | 向量相关 | length(v) | 计算 | 向量长度"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"25"	"四"	"四 | 、常用内部函数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"26"	"四、常用内部函数"	"四、常用内部函数 | - | 角度相关 | degrees(x)	弧度转换成角度 | redians(x)	角度转换成弧度 | sin(x)"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"27"	"四"	"四 | 、常用内部函数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"28"	"四、常用内部函数"	"四、常用内部函数 | - | 幂相关 | sqrt(x) | 返回x的平方根 | rsqrt(x)"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"29"	"四"	"四 | 、常用内部函数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"30"	"四、常用内部函数"	"四、常用内部函数 | - | 错误处理 | isinf(x) | 判断 | x为+INF或-INF"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"31"	"四"	"四 | 、常用内部函数"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"32"	"着色器语义"	"着色器语义"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"33"	"五、顶点着色器输出语义、像素着色器输入语义、"	"五、顶点着色器输出语义、像素着色器输入语义、 | 像素着色器输出语义"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"34"	"五"	"五 | 、系统值语义"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"35"	"向着色器传递信息"	"向着色器传递信息"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"36"	"六"	"六 | 、常量 | 缓冲区"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"37"	"六"	"六 | 、 | 常量 | 缓冲区 | D3D11_USAGE_IMMUTABLE对应创建时传入pInitialData | D3D11_USAGE_DEFAULT对应UpdateSubresource"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"38"	"六"	"六 | 、纹理、视图与采样器 | 纹理（Texture） | 定义：纹理是一种用于存储图像或其他类型数据的资源，它可以是1D、2D或3D格式。 | 用途：在图形渲染中，纹理通常用于存储图像数据，如漫反射贴图、法线贴图等。纹理也可以用于其他用途，如数据存储、帧缓冲等。 | 创建：使用ID3D11Device::CreateTexture2D（对于2D纹理）等函数创建。"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"39"	"六"	"六 | 、 | CPU | 生成 | 2D | 纹理"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"40"	"六"	"六 | 、 | 着色器资源视图"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"41"	"六"	"六 | 、 | 采样器"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"42"	"六"	"六 | 、 | 加载 | DDS | 图片"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"43"	"六"	"六 | 、预处理 | DDS | 图片 | 下载英伟达材质工具 | https://developer.nvidia.com/nvidia-texture-tools-exporter"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"44"	"六"	"六 | 、结果"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"45"	"2D"	"2D | 着色器示例"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"46"	"六、"	"六、 | 2D | 着色器示例 | - | 白噪声 | Squirrel3"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"47"	"六、"	"六、 | 2D | 着色器示例 | - | 线性噪声 | 线性噪声，也就是值噪声，定义参考https://en.wikipedia.org/wiki/Value_noise"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"48"	"六、"	"六、 | 2D | 着色器示例 | - | 柏林噪声 | 柏林噪声，定义与数学参考，"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"49"	"六、"	"六、 | 2D | 着色器示例 | - | 噪声阶梯高度图 | 利用缩放与"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"50"	"六、"	"六、 | 2D | 着色器示例 | - | 假 | 阴影"
"图形工程\文字记录\游戏图形工程3-HLSL基础.pptx"	"51"	"六、"	"六、 | 2D | 着色器示例 | - | 使用着色器计算图像的网站 | ShaderToy"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"1"	"实时渲染"	"实时渲染 | 发展史 | 从像素点阵到光线追踪 — 实时渲染技术五十年演进 | 1970s | 1980s | 1990s"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"2"	"01"	"01 | 像素的诞生 — 2D点阵时代 | 电子游戏的起源与精灵技术 | 1970s–1980s"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"3"	"1.1 电子游戏的起源"	"1.1 电子游戏的起源 | 1962 — Spacewar!（MIT，Steve Russell） | PDP-1 计算机上的交互式对战游戏 | 最早拥有实时交互图形的程序之一 | 直接启发了后来的街机产业 | 1972 — Pong（Atari，Nolan Bushnell）"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"4"	"1.2 Sprite 与 Tile 系统"	"1.2 Sprite 与 Tile 系统 | 精灵（Sprite）系统 | 独立于背景、可自由移动的小块图形 | 显示芯片在每条扫描线上将精灵叠加到背景 | NES PPU：支持 64 个精灵，每行最多 8 个 | 图块地图（Tilemap）系统"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"5"	"1.3 调色板与颜色技巧"	"1.3 调色板与颜色技巧 | 索引色（Indexed Color） | 定义调色板（16/256 种颜色），每像素只存索引编号 | NES 调色板仅 54 种颜色，每图块最多 4 种 | 调色板动画 | 不修改像素数据，只改变调色板 RGB 值"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"6"	"02"	"02 | 迈入第三维度 — 伪3D与早期3D | 用巧妙的2D技巧模拟3D效果 | 1980s末–1992"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"7"	"2.1 伪3D技术"	"2.1 伪3D技术 | Mode 7（SNES 硬件仿射变换） | 对整层背景进行旋转、缩放、倾斜变换 | F-Zero（1990）— 模拟高速赛道透视效果 | Super Mario Kart（1992）— Mode 7 地面 + 精灵赛车 | 本质仍是 2D 变换，无真正 3D 几何"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"8"	"2.2 射线投射（Raycasting）"	"2.2 射线投射（Raycasting） | 核心原理 | 场景 = 2D 网格地图（墙壁/空地） | 对屏幕每列投射一条射线 | 射线碰墙后，根据距离决定墙壁绘制高度 | 以 2D 运算代价得到透视""3D""画面"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"9"	"2.3 早期多边形 3D"	"2.3 早期多边形 3D | Elite（1984，David Braben / Ian Bell） | BBC Micro 上的线框 3D 太空飞行模拟 | 展示多边形表示 3D 物体的可能性 | Star Fox（1993，任天堂 + Argonaut） | SNES 卡带嵌入 Super FX 协处理芯片"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"10"	"03"	"03 | 软件渲染的巅峰 — 真3D时代 | BSP树、Z-Buffer 与纹理映射的数学 | 1993–1996"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"11"	"3.1 BSP 树与 Doom 引擎"	"3.1 BSP 树与 Doom 引擎 | Doom（1993，id Software，John Carmack） | 非正交关卡、高度差、光照变化、多层纹理 | BSP 树：预处理阶段递归二分场景空间 | 运行时从玩家位置遍历，自然得到绘制顺序 | 发布两年内安装超过 1000 万台电脑"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"12"	"3.2 真正的实时 3D — Quake"	"3.2 真正的实时 3D — Quake | Quake（1996，id Software） | 第一款完全 3D 多边形的 FPS | 软件 Z-Buffer 深度测试 | 光照贴图（Lightmap）预计算 — 预烘焙先驱 | 表面缓存（Surface Caching）避免重复计算"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"13"	"3.3 仿射 vs 透视校正纹理映射"	"3.3 仿射 vs 透视校正纹理映射 | PlayStation 1 — 仿射映射 | 屏幕空间线性插唃纹理坐标，简单但结果错误 | 纹理“泳动”失真， PS1 标志性视觉特征 | Nintendo 64 — 透视校正 | 对 u/w, v/w, 1/w 插唃后恢复，每像素一次除法"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"14"	"04"	"04 | GPU 革命 — 硬件加速时代 | 从 3dfx Voodoo 到 GeForce，图形API之战 | 1996–2001"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"15"	"4.1 第一批 3D 加速卡"	"4.1 第一批 3D 加速卡 | 3dfx Voodoo（1996） | Glide API — 比早期 OpenGL/D3D 更简洁高效 | 硬件双线性/三线性纹理过滤 | GLQuake：帧率翻倍 + 画质大幅提升 | NVIDIA 的崛起"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"16"	"4.2 图形 API 之战"	"4.2 图形 API 之战 | OpenGL（1992 起，SGI 主导） | 源自 SGI IRIS GL，专业图形工作站标准 | 跨平台、状态机式 API | 科学可视化和专业领域长期主导 | DirectX / Direct3D（微软）"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"17"	"4.3 纹理与光照技术"	"4.3 纹理与光照技术 | MIP Mapping（Lance Williams, 1983） | 预生成多级缩小纹理，按距离选择层级 | 解决远处纹理闪烁，""multum in parvo"" | 光照贴图（Lightmap） | 静态光照预烘焙为低分辨率纹理"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"18"	"05"	"05 | 可编程着色器革命 | 从固定管线到 HLSL — 图形学最重要的范式转换 | 2001–2006"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"19"	"5.1 从固定管线到可编程管线"	"5.1 从固定管线到可编程管线 | GeForce 3 / DirectX 8（2001） | 首批可编程顶点/像素着色器 | 汇编语言编写，能力有限（几十条指令） | DirectX 9 / Shader Model 2.0–3.0（2002–2004） | HLSL 诞生 — Microsoft 推出的高级着色器语言"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"20"	"5.2 法线贴图与凹凸映射"	"5.2 法线贴图与凹凸映射 | Bump Mapping（Jim Blinn, 1978） | 不改变几何，在像素上修改法线方向改变光照 | 计算机图形学最优雅的""作弊""之一 | Normal Mapping | 高模法线""烘焙""到纹理，低模采样计算光照"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"21"	"5.3 实时阴影技术"	"5.3 实时阴影技术 | Shadow Volume / Stencil Shadow | Frank Crow（1977）提出原理 | Carmack 在 Doom 3（2004）实现 | 像素精确无锯齿，但填充开销大 | Shadow Mapping（Lance Williams, 1978）"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"22"	"5.4 水面与环境效果"	"5.4 水面与环境效果 | 菲涅尔效应（Fresnel Effect） | 正对观察者更透明，掠射角度更多反射 | 让虚拟水面第一次看起来像真的水 | 动态水面 — Gerstner 波 | 顶点着色器中计算位移模拟海浪"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"23"	"06"	"06 | 统一着色器与现代渲染管线 | DX10/DX11、延迟渲染、后处理技术大爆发 | 2006–2013"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"24"	"6.1 统一着色器架构"	"6.1 统一着色器架构 | DirectX 10 / Shader Model 4.0（2006） | 统一着色器：所有单元通用，动态分配任务 | 新增几何着色器（Geometry Shader） | GeForce 8800 GTX — 第一块统一着色器架构 GPU | 也是 CUDA 通用计算的起点"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"25"	"6.2 延迟渲染（Deferred Rendering）"	"6.2 延迟渲染（Deferred Rendering） | 前向渲染的瓶颈 | N 物体 × M 灯光 = O(N×M) 复杂度 | 灯光数十/上百时性能急剧下降 | 延迟渲染两阶段 | 几何阶段：法线/深度/反照率写入 G-Buffer"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"26"	"6.3 后处理技术大爆发"	"6.3 后处理技术大爆发 | HDR + Tone Mapping | 16/32 位浮点精度渲染，保留高亮和暗部 | Reinhard / ACES 色调映射，自动曝光 | SSAO（屏幕空间环境光遮蔽） | Crytek 在 Crysis（2007）首次实时引入"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"27"	"6.4 全局光照的探索"	"6.4 全局光照的探索 | 光照探针 + 球谐函数（SH） | 预放置探针，编码环境光照为低阶球谐系数 | LPV（Light Propagation Volumes） | CryEngine / Crysis 3 — 光能注入 3D 体素网格传播 | Voxel Cone Tracing"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"28"	"07"	"07 | 物理基础渲染 — PBR 革命 | 从手调参数到物理正确 — 材质系统的范式转换 | 2013–至今"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"29"	"7.1 PBR 的理论基础"	"7.1 PBR 的理论基础 | 微表面理论（Microfacet Theory） | 任何表面在微观尺度由无数微小镜面组成 | 粗糙 = 微表面朝向散乱，光滑 = 朝向一致 | Cook-Torrance BRDF（1982） | D（法线分布函数）— GGX 分布（2007）成为标准"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"30"	"7.2 PBR 的工业化落地"	"7.2 PBR 的工业化落地 | Disney Principled BRDF（2012，Brent Burley） | 分析 MERL BRDF 数据库，提出直觉友好模型 | 金属度/粗糙度工作流，参数范围 0–1 | ""一个模型统一所有表面"" | Unreal Engine 4（2013，Epic Games）"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"31"	"7.3 IBL（基于图像的光照）"	"7.3 IBL（基于图像的光照） | 预滤波环境贴图（Pre-filtered Env Map） | 按粗糙度预计算多级模糊环境贴图 | 存入 MIP 链，运行时按粗糙度采样 | Split-Sum 近似（Brian Karis, 2013） | IBL 积分 = 预滤波环境贴图 × BRDF LUT"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"32"	"08"	"08 | 光线追踪与实时全局光照 | 从离线渲染到 RTX 实时 — 五十年的追光之路 | 2018–至今"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"33"	"8.1 光线追踪简史"	"8.1 光线追踪简史 | 递归光线追踪（Turner Whitted, 1979） | 从相机投射光线，碰到表面产生反射/折射射线 | 首次实现真实的反射与折射效果 | 渲染方程（James Kajiya, 1986） | 统一描述光在场景中传播的物理规律"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"34"	"8.2 实时光线追踪的突破"	"8.2 实时光线追踪的突破 | NVIDIA RTX / Turing 架构（2018） | RT Core — 硬件加速 BVH 遍历和光线求交 | Tensor Core — AI 推理加速（DLSS） | DXR（DirectX Raytracing）API 发布 | 代表游戏"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"35"	"8.3 混合渲染管线"	"8.3 混合渲染管线 | 光栅化 + 光追混合 — 主流方案 | 传统光栅化处理大部分几何 | 光追用于反射、阴影、GI 等特定效果 | Lumen（Unreal Engine 5, 2022） | 软件 + 硬件混合全局光照"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"36"	"8.4 降噪与超分辨率"	"8.4 降噪与超分辨率 | 蒙特卡洛降噪器（Denoiser） | 实时光追每像素仅 1–2 spp，噪点严重 | 利用时域和空域信息重建干净图像 | AI 超分辨率技术 | DLSS（NVIDIA）— 神经网络上采样"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"37"	"09"	"09 | 前沿与未来展望 | 神经渲染、 | 实时 | 路径追踪与 AI 内容生成 | 2020s–"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"38"	"9.1 神经渲染（Neural Rendering）"	"9.1 神经渲染（Neural Rendering） | NeRF（Neural Radiance Fields, 2020） | Ben Mildenhall et al. | MLP 编码场景 5D 辐射场（位置+方向→颜色+密度） | 从多角度照片重建 3D 场景 | 3D Gaussian Splatting（2023）"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"39"	"9.2 路径追踪全面化 & AI 内容生成"	"9.2 路径追踪全面化 & AI 内容生成 | 全路径追踪游戏 | Quake II RTX（NVIDIA, 2019） | Portal with RTX（2022） | Minecraft with RTX | 趋势：光栅化可能在十年内逐步让位于路径追踪"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"40"	"10"	"10 | 风格化渲染 — 当技术遇见艺术 | 非真实感渲染（NPR）：故意偏离真实的艺术 | 2000s–至今"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"41"	"10.1 卡通渲染（Cel Shading）"	"10.1 卡通渲染（Cel Shading） | 核心原理：离散化光照 | 将连续光照值量化为几个离散色阶 | Ramp Texture 或 step()/smoothstep() 实现 | 轮廓线（Outline）技术 | 背面扩张法（Inverted Hull）— 最常用"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"42"	"10.2 水墨风格渲染"	"10.2 水墨风格渲染 | 水墨画特征 | 墨色浓淡变化、留白、飞白、晕染效果 | 技术要素 | 笔触模拟 — 粒子系统或纹理贴片 | 晕染效果（Ink Diffusion）— 简化流体模拟"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"43"	"10.3 油画与印象派风格"	"10.3 油画与印象派风格 | 笔触渲染（Stroke-Based Rendering） | Aaron Hertzmann（1998）— 多尺度弯曲笔触 | 大笔触铺底，小笔触补细节 | 技术方法 | 法线贴图模拟颜料厚度（Impasto 效果）"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"44"	"10.4 像素艺术复兴 & 10.5 低多边形风格"	"10.4 像素艺术复兴 & 10.5 低多边形风格 | 像素艺术：亚像素动画 + 动态 2D 光照 + CRT 复古滤镜 | 低多边形：Flat Shading + 有限调色板 + 程序化几何 | 两者都是用技术限制创造独特美感的典范 | 像素艺术 — Animal Well | 低多边形 — 纪念碑谷"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"45"	"""技术为艺术意图服务，而非追求物理正确。手工编辑法线让阴影落在艺术家期望的位置，而非物理正确的位置。"""	"""技术为艺术意图服务，而非追求物理正确。手工编辑法线让阴影落在艺术家期望的位置，而非物理正确的位置。"" | — | 罪恶装备 | 的技术哲学 — Arc System Works GDC 演讲"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"46"	"10.6 动漫/赛璐珞风格渲染"	"10.6 动漫/赛璐珞风格渲染 | 核心技术挑战：3D 实现 2D 手绘观感 | SDF 面部阴影贴图 — 阴影始终""好看"" | 头发高光（天使环）— 切线方向特殊计算 | 多层描边 — 不同部位不同粗细/颜色 | 边缘光（Rim Light）— 增强轮廓可读性"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"47"	"10.7 手绘与绘本风格"	"10.7 手绘与绘本风格 | 技术实现 | 手绘纹理 + Shader 边缘摆动/纸张叠加/颜色溢出 | 线条抖动（Line Boil）— 模拟逐帧手绘""呼吸感"" | 画布/纸张纹理全屏叠加 | 代表游戏"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"48"	"10.8 风格化渲染的技术趋势"	"10.8 风格化渲染的技术趋势 | 从""模拟传统媒介""到""创造新媒介"" | 创造只有实时渲染才能实现的新视觉语言 | SDF 在风格化中的应用 | 面部阴影控制、程序化笔触边界、风格化光照过渡 | 可控性与美术友好工作流"
"图形工程\文字记录\游戏图形工程4-实时渲染发展史.pptx"	"49"	"PBR 追求物理正确，风格化渲染追求艺术正确。"	"PBR 追求物理正确，风格化渲染追求艺术正确。 | 理解了物理正确的渲染原理，才能有目的地打破它。"
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"1"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"2"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"3"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"4"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"5"	"批"	"批"
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"6"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"7"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"8"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"9"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"10"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"11"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"12"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"13"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"14"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"15"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"16"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"17"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"18"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"19"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"20"	""	""
"图形工程\文字记录\游戏图形工程6-Pass_Effect_Material.pptx"	"21"	""	""
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"1"	"游戏图形工程"	"游戏图形工程 | 第八节 | PBR | 讲述人： | BolanT"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"2"	"一、综述"	"一、综述 | - | 渲染方程简化 | 不考虑自发光的情况下，对于单个理想光源，半球积分可简化为 | 理想光源：对单个片元只存在一个极小、极远的面光源， | l"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"3"	"一、综述"	"一、综述 | - | 辐射度量学 | 光通量：发光源每秒钟发射的可见因子总数。 | 光强度：发光源朝某个立体角方向发射可见因子的速度。 | 光照度：某个区域单位面积接收可见因子的速度。"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"4"	"二、几何光学"	"二、几何光学 | - | 镜面反射、 | 菲涅尔反射率方程 | r | i"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"5"	"二、几何光学"	"二、几何光学 | - | 菲涅尔反射率 | F | 0 | 空气中"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"6"	"三、微表面模型"	"三、微表面模型 | 微表面理论认为粗糙的宏观表面是由大量完全平坦光滑的微表面组成的。 | 这些微表面只被几何光学影响，只发生镜面反射与折射、吸收。 | 也就是说微表面的尺度 | 要么小到不影响光的传播，要么大于可见光的波长。 | 微表面理论认为，粗糙表面散射光的随机分布，本质上是微表面朝向的随机分布。"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"7"	"三"	"三 | 、微表面模型 | - | 几何原理 | 遮蔽 | shadowing"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"8"	"三、微表面模型"	"三、微表面模型 | - | Disney Principle BRDF | 加号左侧的 | Diffuse | 项包含局部次表面散射、多次反射、掠角逆射等漫反射"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"9"	"三"	"三 | 、微表面模型 | -(D) | 法线分布函数 | normal distribution function | α"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"10"	"三"	"三 | 、微表面模型 | - | 法线分布 | D | α"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"11"	"三"	"三 | 、微表面模型 | - | 几何遮蔽 | G | 微表面和宏观表面在垂直于观察方向的平面上的投影的积分是相等的（反面的投影取负值）"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"12"	"三"	"三 | 、微表面模型 | - | 几何遮蔽 | G-Smith masking | 对于每个"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"13"	"三"	"三 | 、微表面模型 | - | 几何遮蔽 | G | 如果假设"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"14"	"三、微表面模型"	"三、微表面模型 | - | 几何遮蔽 | G-GGX | 的 | G"
